Time,in1temp,in2temp,outtemp,Power
2023-10-26 00:00:00,,,,55.4
2023-10-26 00:15:00,,,,50.733333333333334
2023-10-26 00:30:00,,,,35.8
2023-10-26 00:45:00,,,,36.2
2023-10-26 01:00:00,,,,36.5
2023-10-26 01:15:00,,,,36.86666666666667
2023-10-26 01:30:00,,,,35.86666666666667
2023-10-26 01:45:00,,,,36.333333333333336
2023-10-26 02:00:00,,,,47.8
2023-10-26 02:15:00,,,,55.333333333333336
2023-10-26 02:30:00,,,,54.86666666666667
2023-10-26 02:45:00,,,,54.733333333333334
2023-10-26 03:00:00,,,,55.46666666666667
2023-10-26 03:15:00,,,,55.8
2023-10-26 03:30:00,,,,55.46666666666667
2023-10-26 03:45:00,,,,55.333333333333336
2023-10-26 04:00:00,,,,55.6
2023-10-26 04:15:00,,,,55.4
2023-10-26 04:30:00,,,,56.53333333333333
2023-10-26 04:45:00,,,,55.666666666666664
2023-10-26 05:00:00,,,,55.666666666666664
2023-10-26 05:15:00,,,,56.0
2023-10-26 05:30:00,,,,55.86666666666667
2023-10-26 05:45:00,,,,56.06666666666667
2023-10-26 06:00:00,,,,56.4
2023-10-26 06:15:00,,,,56.333333333333336
2023-10-26 06:30:00,,,,55.6
2023-10-26 06:45:00,,,,56.2
2023-10-26 07:00:00,,,,55.333333333333336
2023-10-26 07:15:00,,,,55.666666666666664
2023-10-26 07:30:00,,,,55.733333333333334
2023-10-26 07:45:00,,,,56.8
2023-10-26 08:00:00,,,,55.86666666666667
2023-10-26 08:15:00,,,,55.53333333333333
2023-10-26 08:30:00,,,,55.53333333333333
2023-10-26 08:45:00,,,,56.2
2023-10-26 09:00:00,,,,55.8
2023-10-26 09:15:00,,,,56.06666666666667
2023-10-26 09:30:00,,,,56.0
2023-10-26 09:45:00,,,,56.93333333333333
2023-10-26 10:00:00,,,,56.266666666666666
2023-10-26 10:15:00,,,,56.13333333333333
2023-10-26 10:30:00,,,,56.06666666666667
2023-10-26 10:45:00,,,,56.266666666666666
2023-10-26 11:00:00,,,,56.0
2023-10-26 11:15:00,,,,55.733333333333334
2023-10-26 11:30:00,,,,55.46666666666667
2023-10-26 11:45:00,,,,56.266666666666666
2023-10-26 12:00:00,,,,56.46666666666667
2023-10-26 12:15:00,,,,56.266666666666666
2023-10-26 12:30:00,,,,55.0
2023-10-26 12:45:00,,,,55.8
2023-10-26 13:00:00,,,,55.93333333333333
2023-10-26 13:15:00,,,,55.46666666666667
2023-10-26 13:30:00,,,,55.6
2023-10-26 13:45:00,,,,55.93333333333333
2023-10-26 14:00:00,,,,56.0
2023-10-26 14:15:00,,,,55.93333333333333
2023-10-26 14:30:00,,,,35.8
2023-10-26 14:45:00,,,,35.86666666666667
2023-10-26 15:00:00,,,,35.285714285714285
2023-10-26 15:15:00,,,,
2023-10-26 15:30:00,,,,
2023-10-26 15:45:00,,,,35.0
2023-10-26 16:00:00,,,,36.46666666666667
2023-10-26 16:15:00,,,,43.333333333333336
2023-10-26 16:30:00,,,,56.4
2023-10-26 16:45:00,,,,56.2
2023-10-26 17:00:00,26.0,25.0,20.0,56.15384615384615
2023-10-26 17:15:00,26.0,25.0,20.0,
2023-10-26 17:30:00,26.0,25.0,19.5,
2023-10-26 17:45:00,26.0,25.0,19.0,
2023-10-26 18:00:00,25.5,23.0,21.0,
2023-10-26 18:15:00,25.0,24.0,23.0,
2023-10-26 18:30:00,25.0,22.75,23.0,
2023-10-26 18:45:00,25.0,24.0,20.0,
2023-10-26 19:00:00,25.0,23.25,22.0,
2023-10-26 19:15:00,25.0,24.0,19.0,
2023-10-26 19:30:00,25.0,24.0,18.5,
2023-10-26 19:45:00,26.0,24.0,18.0,
2023-10-26 20:00:00,26.0,24.25,17.5,
2023-10-26 20:15:00,26.0,25.0,18.0,
2023-10-26 20:30:00,26.0,24.75,17.0,
2023-10-26 20:45:00,26.0,24.5,17.0,
2023-10-26 21:00:00,25.0,23.25,21.5,
2023-10-26 21:15:00,26.0,24.0,18.0,
2023-10-26 21:30:00,26.0,24.0,17.0,
2023-10-26 21:45:00,26.0,24.0,17.0,
2023-10-26 22:00:00,25.0,24.0,17.0,
2023-10-26 22:15:00,25.0,24.0,16.0,
2023-10-26 22:30:00,25.0,24.0,16.5,
2023-10-26 22:45:00,25.0,24.0,16.0,
2023-10-26 23:00:00,25.0,24.0,16.0,
2023-10-26 23:15:00,25.0,24.0,16.0,
2023-10-26 23:30:00,25.0,24.0,15.5,
2023-10-26 23:45:00,25.0,24.0,16.0,
2023-10-27 00:00:00,25.0,24.0,15.5,
2023-10-27 00:15:00,25.0,24.0,15.0,
2023-10-27 00:30:00,25.0,24.0,15.0,
2023-10-27 00:45:00,25.0,23.5,15.0,
2023-10-27 01:00:00,25.0,24.0,15.0,
2023-10-27 01:15:00,25.0,24.0,15.0,
2023-10-27 01:30:00,25.0,23.75,15.0,
2023-10-27 01:45:00,25.0,23.5,15.0,
2023-10-27 02:00:00,25.0,23.25,15.0,
2023-10-27 02:15:00,25.0,23.0,14.0,
2023-10-27 02:30:00,25.0,23.0,15.0,
2023-10-27 02:45:00,25.0,23.5,14.0,
2023-10-27 03:00:00,25.0,23.25,14.0,
2023-10-27 03:15:00,25.0,23.0,14.0,
2023-10-27 03:30:00,25.0,23.0,14.0,
2023-10-27 03:45:00,25.0,23.0,13.0,
2023-10-27 04:00:00,25.0,23.25,13.0,
2023-10-27 04:15:00,25.0,23.0,13.0,
2023-10-27 04:30:00,25.0,23.0,13.0,
2023-10-27 04:45:00,25.0,23.0,13.0,
2023-10-27 05:00:00,25.0,23.0,13.0,
2023-10-27 05:15:00,25.0,23.0,13.0,
2023-10-27 05:30:00,25.0,23.0,13.0,
2023-10-27 05:45:00,25.0,23.0,13.0,
2023-10-27 06:00:00,25.0,23.0,13.0,
2023-10-27 06:15:00,25.0,23.0,13.0,
2023-10-27 06:30:00,25.0,23.0,13.5,
2023-10-27 06:45:00,25.0,23.0,14.0,
2023-10-27 07:00:00,25.0,23.0,16.0,
2023-10-27 07:15:00,25.0,23.0,18.0,
2023-10-27 07:30:00,25.0,23.0,18.0,
2023-10-27 07:45:00,25.0,23.0,17.0,
2023-10-27 08:00:00,25.0,23.0,19.5,
2023-10-27 08:15:00,25.0,23.0,26.0,
2023-10-27 08:30:00,25.0,23.0,27.0,
2023-10-27 08:45:00,25.0,23.0,28.0,
2023-10-27 09:00:00,25.0,23.0,27.5,
2023-10-27 09:15:00,25.0,23.0,30.0,
2023-10-27 09:30:00,25.0,23.0,30.5,
2023-10-27 09:45:00,25.0,23.0,35.0,
2023-10-27 10:00:00,25.0,23.0,31.5,
2023-10-27 10:15:00,25.0,23.0,31.0,
2023-10-27 10:30:00,25.0,23.25,29.5,
2023-10-27 10:45:00,25.0,24.0,28.0,
2023-10-27 11:00:00,25.0,24.0,29.0,
2023-10-27 11:15:00,25.0,24.0,28.0,
2023-10-27 11:30:00,25.0,24.0,27.5,
2023-10-27 11:45:00,25.0,24.0,28.0,
2023-10-27 12:00:00,25.0,24.0,27.0,
2023-10-27 12:15:00,25.0,24.0,26.0,
2023-10-27 12:30:00,25.0,24.0,27.0,
2023-10-27 12:45:00,25.0,24.0,26.0,
2023-10-27 13:00:00,25.0,24.0,26.5,
2023-10-27 13:15:00,25.0,24.0,26.0,
2023-10-27 13:30:00,25.0,24.0,25.0,
2023-10-27 13:45:00,25.0,24.0,25.0,
2023-10-27 14:00:00,25.0,24.0,25.0,
