Time,in1temp,in2temp,outtemp,Power
2023-10-26 17:00:00,25.0,27.0,20.0,0.9423076923076923
2023-10-26 17:15:00,25.0,27.0,20.0,
2023-10-26 17:30:00,25.0,26.5,19.0,
2023-10-26 17:45:00,25.0,26.0,19.0,
2023-10-26 18:00:00,25.0,26.0,19.0,
2023-10-26 18:15:00,25.0,26.0,19.0,
2023-10-26 18:30:00,25.0,26.0,18.0,
2023-10-26 18:45:00,25.0,26.0,18.0,
2023-10-26 19:00:00,24.5,26.0,18.0,
2023-10-26 19:15:00,24.0,26.0,18.0,
2023-10-26 19:30:00,24.0,26.0,18.0,
2023-10-26 19:45:00,24.0,26.0,18.0,
2023-10-26 20:00:00,24.0,26.0,17.5,
2023-10-26 20:15:00,24.0,25.0,17.0,
2023-10-26 20:30:00,24.0,26.0,17.0,
2023-10-26 20:45:00,24.0,26.0,17.0,
2023-10-26 21:00:00,24.0,25.0,17.0,
2023-10-26 21:15:00,24.0,25.0,17.0,
2023-10-26 21:30:00,24.0,25.0,16.0,
2023-10-26 21:45:00,24.0,25.0,16.0,
2023-10-26 22:00:00,24.0,25.0,16.0,
2023-10-26 22:15:00,24.0,25.0,16.0,
2023-10-26 22:30:00,24.0,25.0,16.0,
2023-10-26 22:45:00,24.0,25.0,16.0,
2023-10-26 23:00:00,24.0,25.0,16.0,
2023-10-26 23:15:00,24.0,25.0,15.0,
2023-10-26 23:30:00,24.0,25.0,15.0,
2023-10-26 23:45:00,24.0,25.0,15.0,
2023-10-27 00:00:00,24.0,25.0,15.0,
2023-10-27 00:15:00,24.0,25.0,15.0,
2023-10-27 00:30:00,24.0,25.0,14.5,
2023-10-27 00:45:00,24.0,25.0,14.0,
2023-10-27 01:00:00,23.0,24.5,14.0,
2023-10-27 01:15:00,23.0,25.0,14.0,
2023-10-27 01:30:00,23.0,24.5,14.0,
2023-10-27 01:45:00,23.0,24.0,14.0,
2023-10-27 02:00:00,23.0,24.0,14.0,
2023-10-27 02:15:00,23.0,24.0,14.0,
2023-10-27 02:30:00,23.0,24.0,14.0,
2023-10-27 02:45:00,23.0,24.0,14.0,
2023-10-27 03:00:00,23.0,24.0,13.5,
2023-10-27 03:15:00,23.0,24.0,13.0,
2023-10-27 03:30:00,23.0,24.0,13.0,
2023-10-27 03:45:00,23.0,24.0,13.0,
2023-10-27 04:00:00,23.0,24.0,13.0,
2023-10-27 04:15:00,23.0,24.0,13.0,
2023-10-27 04:30:00,23.0,24.0,13.0,
